employer_id,employer_name,employer_url,vacancy_id,vacancy_name,vacancy_url,query
3323,ББР Банк,https://hh.ru/employer/3323,128865070,Руководитель отдела технической поддержки (L1/L2),https://hh.ru/vacancy/128865070,helpdesk
2899335,S2B Group,https://hh.ru/employer/2899335,128863841,Специалист службы поддержки пользователей,https://hh.ru/vacancy/128863841,helpdesk
2899335,S2B Group,https://hh.ru/employer/2899335,128863842,Специалист службы поддержки пользователей,https://hh.ru/vacancy/128863842,helpdesk
2899335,S2B Group,https://hh.ru/employer/2899335,128863843,Специалист службы поддержки пользователей,https://hh.ru/vacancy/128863843,helpdesk
2899335,S2B Group,https://hh.ru/employer/2899335,128863844,Специалист службы поддержки пользователей,https://hh.ru/vacancy/128863844,helpdesk
2899335,S2B Group,https://hh.ru/employer/2899335,128863845,Специалист службы поддержки пользователей,https://hh.ru/vacancy/128863845,helpdesk
55440,Мэлон Фэшн Груп,https://hh.ru/employer/55440,128626408,Специалист технической поддержки 1-ой линии,https://hh.ru/vacancy/128626408,helpdesk
1898167,Эддреа,https://hh.ru/employer/1898167,128375181,Специалист службы технической поддержки (1-я линия),https://hh.ru/vacancy/128375181,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,125644792,Менеджер поддержки,https://hh.ru/vacancy/125644792,helpdesk
32969,Интервейл,https://hh.ru/employer/32969,128566186,"Специалист технической поддержки (IT-Helpdesk/Service desk), сопровождение ПО (финтех)",https://hh.ru/vacancy/128566186,helpdesk
33397,ЭвоКом,https://hh.ru/employer/33397,128128591,Специалист по информационным системам,https://hh.ru/vacancy/128128591,helpdesk
700805,Компания Органика,https://hh.ru/employer/700805,128655640,Разработчик-программист 1С,https://hh.ru/vacancy/128655640,helpdesk
700805,Компания Органика,https://hh.ru/employer/700805,127859003,Аналитик техподдержки,https://hh.ru/vacancy/127859003,helpdesk
1346,"Черкизово, Группа предприятий",https://hh.ru/employer/1346,128858347,Специалист по технической поддержке,https://hh.ru/vacancy/128858347,helpdesk
1346,"Черкизово, Группа предприятий",https://hh.ru/employer/1346,128858326,Специалист по технической поддержке,https://hh.ru/vacancy/128858326,helpdesk
1346,"Черкизово, Группа предприятий",https://hh.ru/employer/1346,128858302,Специалист по технической поддержке,https://hh.ru/vacancy/128858302,helpdesk
9887104,Лемниската,https://hh.ru/employer/9887104,128858266,Системный администратор,https://hh.ru/vacancy/128858266,helpdesk
181500,Nordcore (ex. Swift Technical),https://hh.ru/employer/181500,127354447,Руководитель группы промышленной связи (Якутия),https://hh.ru/vacancy/127354447,helpdesk
181500,Nordcore (ex. Swift Technical),https://hh.ru/employer/181500,128329375,Руководитель группы промышленной связи (Якутия),https://hh.ru/vacancy/128329375,helpdesk
1346,"Черкизово, Группа предприятий",https://hh.ru/employer/1346,128858241,Специалист по технической поддержке,https://hh.ru/vacancy/128858241,helpdesk
181500,Nordcore (ex. Swift Technical),https://hh.ru/employer/181500,128329374,Руководитель группы промышленной связи (Якутия),https://hh.ru/vacancy/128329374,helpdesk
2180,Ozon,https://hh.ru/employer/2180,128858069,"Специалист технической поддержки, Москва, Ozon Tech",https://hh.ru/vacancy/128858069,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128562619,Менеджер поддержки покупателей,https://hh.ru/vacancy/128562619,helpdesk
1144203,Интеград,https://hh.ru/employer/1144203,128857243,Инженер технической поддержки,https://hh.ru/vacancy/128857243,helpdesk
4643258,Atomic Protocol Systems OU,https://hh.ru/employer/4643258,127986970,Агент поддержки / Support Agent,https://hh.ru/vacancy/127986970,helpdesk
56551,AZIMUT Hotels,https://hh.ru/employer/56551,128469299,Специалист службы информационных технологий,https://hh.ru/vacancy/128469299,helpdesk
9133998,МОСС РАЗВИТИЕ,https://hh.ru/employer/9133998,128737905,Техник по обслуживанию слаботочных систем в ЖК «Веспер Тверская»,https://hh.ru/vacancy/128737905,helpdesk
662180,МПОТК ТЕХНОКОМПЛЕКТ,https://hh.ru/employer/662180,128123576,Системный администратор,https://hh.ru/vacancy/128123576,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128621696,Ночной менеджер чат-поддержки,https://hh.ru/vacancy/128621696,helpdesk
4099206,Первая Форма,https://hh.ru/employer/4099206,128126015,Инженер технической поддержки L2 (продуктовая ИТ-компания),https://hh.ru/vacancy/128126015,helpdesk
5216266,Системы и Технологии в Логистике,https://hh.ru/employer/5216266,128737290,Product Support Manager,https://hh.ru/vacancy/128737290,helpdesk
32737,"Крошка-Картошка, Сеть кафе быстрого питания",https://hh.ru/employer/32737,107974829,Ведущий системный администратор,https://hh.ru/vacancy/107974829,helpdesk
5599,Лаборатория Гемотест,https://hh.ru/employer/5599,127861333,Специалист хелп-деск,https://hh.ru/vacancy/127861333,helpdesk
676167,Очаковская Логистическая Компания,https://hh.ru/employer/676167,128617133,Специалист технической поддержки,https://hh.ru/vacancy/128617133,helpdesk
3844069,Три Точки,https://hh.ru/employer/3844069,128855349,Системный администратор,https://hh.ru/vacancy/128855349,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128558623,Ночной менеджер поддержки покупателей,https://hh.ru/vacancy/128558623,helpdesk
681883,Велесстрой,https://hh.ru/employer/681883,121806319,Специалист отдела поддержки НСИ,https://hh.ru/vacancy/121806319,helpdesk
373146,SkyNet,https://hh.ru/employer/373146,80940770,Специалист техподдержки (звонки и чаты),https://hh.ru/vacancy/80940770,helpdesk
373146,SkyNet,https://hh.ru/employer/373146,118966132,Специалист техподдержки,https://hh.ru/vacancy/118966132,helpdesk
2803082,Эксиз РУС,https://hh.ru/employer/2803082,127937210,Специалист технической поддержки L1,https://hh.ru/vacancy/127937210,helpdesk
3981967,Корстоун,https://hh.ru/employer/3981967,127826103,Специалист технической поддержки (с опытом в Битрикс 24),https://hh.ru/vacancy/127826103,helpdesk
1455,HeadHunter,https://hh.ru/employer/1455,126867711,Специалист технической поддержки пользователей,https://hh.ru/vacancy/126867711,helpdesk
4706873,ПКФ Инавтоматика,https://hh.ru/employer/4706873,128118175,Специалист технической поддержки,https://hh.ru/vacancy/128118175,helpdesk
886923,Группа компаний СКС,https://hh.ru/employer/886923,128851831,Специалист техподдержки,https://hh.ru/vacancy/128851831,helpdesk
4414037,Хай Вэй Групп,https://hh.ru/employer/4414037,128357836,Bitrix-разработчик,https://hh.ru/vacancy/128357836,helpdesk
74968,Северен Телеком,https://hh.ru/employer/74968,72888624,Оператор связи (специалист технической поддержки)(телекоммуникации),https://hh.ru/vacancy/72888624,helpdesk
1208766,SMS Aero,https://hh.ru/employer/1208766,123919713,Специалист технической / клиентской b2b поддержки,https://hh.ru/vacancy/123919713,helpdesk
2830944,РУНЕТ БИЗНЕС СИСТЕМЫ,https://hh.ru/employer/2830944,124121547,Оператор технической поддержки (Казань),https://hh.ru/vacancy/124121547,helpdesk
3583164,ГК Хлебник,https://hh.ru/employer/3583164,128494730,Системный администратор / Специалист технической поддержки,https://hh.ru/vacancy/128494730,helpdesk
15589,HFLabs,https://hh.ru/employer/15589,128494721,Инженер технической поддержки (продукт «Единый клиент»),https://hh.ru/vacancy/128494721,helpdesk
184599,ЭКО РЕСУРС,https://hh.ru/employer/184599,124461007,Системный администратор,https://hh.ru/vacancy/124461007,helpdesk
648042,Гравител,https://hh.ru/employer/648042,128101025,"Инженер технической поддержки (IP-телефония, голосовые роботы, AI)",https://hh.ru/vacancy/128101025,helpdesk
563,"Трансстройбанк, АКБ",https://hh.ru/employer/563,126816298,Cпециалист технической поддержки/Системный администратор в банк,https://hh.ru/vacancy/126816298,helpdesk
205135,ИТЛ Консалтинг,https://hh.ru/employer/205135,128493598,Специалист технической поддержки (2-я линия),https://hh.ru/vacancy/128493598,helpdesk
12409194,Кей Софт,https://hh.ru/employer/12409194,128336161,Специалист технической поддержки,https://hh.ru/vacancy/128336161,helpdesk
4249564,Невасофт,https://hh.ru/employer/4249564,128336094,Специалист технической поддержки,https://hh.ru/vacancy/128336094,helpdesk
3505109,Траст Технолоджиз,https://hh.ru/employer/3505109,128100158,Инженер технической поддержки (Информационная безопасность),https://hh.ru/vacancy/128100158,helpdesk
11653686,"ГБР, филиал г. Санкт-Петербург",https://hh.ru/employer/11653686,128838743,Специалист технической поддержки,https://hh.ru/vacancy/128838743,helpdesk
11545708,Смарт Кард,https://hh.ru/employer/11545708,128098289,Руководитель службы поддержки,https://hh.ru/vacancy/128098289,helpdesk
3922471,КомСтрой,https://hh.ru/employer/3922471,115118016,Системный администратор,https://hh.ru/vacancy/115118016,helpdesk
1616488,Центр Строительного Консалтинга,https://hh.ru/employer/1616488,128544706,Специалист технической поддержки,https://hh.ru/vacancy/128544706,helpdesk
2479901,Интеджер,https://hh.ru/employer/2479901,128331416,Менеджер по информационным технологиям,https://hh.ru/vacancy/128331416,helpdesk
2180,Ozon,https://hh.ru/employer/2180,128837378,"Специалист технической поддержки, Группа технической поддержки г.Адыгейск",https://hh.ru/vacancy/128837378,helpdesk
2399268,Accent Capital,https://hh.ru/employer/2399268,127926777,Системный администратор,https://hh.ru/vacancy/127926777,helpdesk
11653686,"ГБР, филиал г. Санкт-Петербург",https://hh.ru/employer/11653686,128837107,Руководитель группы отдела информационных технологий и коммуникаций,https://hh.ru/vacancy/128837107,helpdesk
9911276,Би Ай Системс,https://hh.ru/employer/9911276,128490602,Junior Специалист технической поддержки (начинающий специалист),https://hh.ru/vacancy/128490602,helpdesk
1307995,Coral Club,https://hh.ru/employer/1307995,128835914,Руководитель контактного центра,https://hh.ru/vacancy/128835914,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128542595,Менеджер поддержки покупателей,https://hh.ru/vacancy/128542595,helpdesk
1915027,Intella,https://hh.ru/employer/1915027,128494580,Системный администратор / Anykey,https://hh.ru/vacancy/128494580,helpdesk
8647786,ФРЕШГО,https://hh.ru/employer/8647786,128834356,Специалист технического отдела / системный администратор,https://hh.ru/vacancy/128834356,helpdesk
4505695,Сенченко Михаил Андреевич,https://hh.ru/employer/4505695,127971371,Специалист технической поддержки,https://hh.ru/vacancy/127971371,helpdesk
39305,Газпром нефть,https://hh.ru/employer/39305,128051095,Cпециалист по технической поддержке АРМ пользователей (Linux),https://hh.ru/vacancy/128051095,helpdesk
78638,Т-Банк,https://hh.ru/employer/78638,127949809,Специалист Helpdesk,https://hh.ru/vacancy/127949809,helpdesk
4155231,Skillzania,https://hh.ru/employer/4155231,127923310,Исполнительный/Операционный директор (EdTech),https://hh.ru/vacancy/127923310,helpdesk
2378475,БУЛАТ,https://hh.ru/employer/2378475,126557748,Специалист технической поддержки (1 линия),https://hh.ru/vacancy/126557748,helpdesk
1079129,Инфоматикс,https://hh.ru/employer/1079129,128832846,Руководитель службы технической поддержки,https://hh.ru/vacancy/128832846,helpdesk
2261684,Кадровые Решения,https://hh.ru/employer/2261684,128324677,IT-менеджер (ИТ-директор),https://hh.ru/vacancy/128324677,helpdesk
695988,Н.Селла,https://hh.ru/employer/695988,126468592,Помощник системного администратора/Системный администратор,https://hh.ru/vacancy/126468592,helpdesk
2930884,Интернет вещей,https://hh.ru/employer/2930884,128322859,Специалист отдела технической поддержки / Инженер техподдержки,https://hh.ru/vacancy/128322859,helpdesk
11391144,Айти Базис,https://hh.ru/employer/11391144,128831051,Специалист технической поддержки,https://hh.ru/vacancy/128831051,helpdesk
46926,AFI Development,https://hh.ru/employer/46926,128830958,Системный администратор,https://hh.ru/vacancy/128830958,helpdesk
11391144,Айти Базис,https://hh.ru/employer/11391144,128830652,Специалист технической поддержки,https://hh.ru/vacancy/128830652,helpdesk
53676,ОБИТ,https://hh.ru/employer/53676,128830243,Младший инженер ЦОД,https://hh.ru/vacancy/128830243,helpdesk
673,METRO Россия,https://hh.ru/employer/673,128672378,Менеджер службы поддержки пользователей ЦО,https://hh.ru/vacancy/128672378,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,127531518,Специалист премиум поддержки,https://hh.ru/vacancy/127531518,helpdesk
935196,Концерн Созвездие,https://hh.ru/employer/935196,128828593,Инженер-проектировщик систем связи и телекоммуникаций,https://hh.ru/vacancy/128828593,helpdesk
2992514,Москва Карго,https://hh.ru/employer/2992514,128828531,Ведущий специалист по технической поддержке,https://hh.ru/vacancy/128828531,helpdesk
2992514,Москва Карго,https://hh.ru/employer/2992514,128828532,Ведущий специалист по технической поддержке,https://hh.ru/vacancy/128828532,helpdesk
19623,Simple,https://hh.ru/employer/19623,127531698,Специалист технической поддержки (склад),https://hh.ru/vacancy/127531698,helpdesk
19623,Simple,https://hh.ru/employer/19623,127492208,Специалист технической поддержки (2-я линия),https://hh.ru/vacancy/127492208,helpdesk
2638920,РАКЕТА ПРОДЖЕКТ,https://hh.ru/employer/2638920,128317987,Junior account manager / Аккаунт-Менеджер,https://hh.ru/vacancy/128317987,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128826685,Менеджер по работе с клиентами,https://hh.ru/vacancy/128826685,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128562495,Менеджер чат-поддержки,https://hh.ru/vacancy/128562495,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128562494,Менеджер чат-поддержки,https://hh.ru/vacancy/128562494,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128562493,Менеджер чат-поддержки,https://hh.ru/vacancy/128562493,helpdesk
3415,ИНФОРМЗАЩИТА,https://hh.ru/employer/3415,128677491,Старший инженер отдела систем управления (Linux),https://hh.ru/vacancy/128677491,helpdesk
971105,НИКО-БАНК,https://hh.ru/employer/971105,128825377,Инженер технической поддержки,https://hh.ru/vacancy/128825377,helpdesk
2340196,Лигалкрафт,https://hh.ru/employer/2340196,128825348,Руководитель технического департамента (Back Office),https://hh.ru/vacancy/128825348,helpdesk
9245166,FELFRI,https://hh.ru/employer/9245166,128084966,Менеджер сервисной поддержки,https://hh.ru/vacancy/128084966,helpdesk
1773342,НПП Спецкабель,https://hh.ru/employer/1773342,128531467,Специалист технической поддержки 1С,https://hh.ru/vacancy/128531467,helpdesk
5707391,Царева Яна Дмитриевна,https://hh.ru/employer/5707391,128824749,Ассистент системного администратора,https://hh.ru/vacancy/128824749,helpdesk
838415,ГК АВТОРУСЬ,https://hh.ru/employer/838415,127913600,Инженер технической поддержки,https://hh.ru/vacancy/127913600,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128529882,Менеджер поддержки покупателей,https://hh.ru/vacancy/128529882,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,128529129,Специалист чат - поддержки,https://hh.ru/vacancy/128529129,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611670,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611670,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611668,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611668,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611669,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611669,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611664,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611664,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611667,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611667,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611665,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611665,helpdesk
3776,МТС,https://hh.ru/employer/3776,126611666,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/126611666,helpdesk
3776,МТС,https://hh.ru/employer/3776,125418228,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/125418228,helpdesk
3776,МТС,https://hh.ru/employer/3776,125418229,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/125418229,helpdesk
3776,МТС,https://hh.ru/employer/3776,125418227,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/125418227,helpdesk
965294,Оператор связи Комфортел,https://hh.ru/employer/965294,128823148,Инженер технической поддержки B2B,https://hh.ru/vacancy/128823148,helpdesk
1609648,Профитек,https://hh.ru/employer/1609648,128528479,Инженер службы технической поддержки,https://hh.ru/vacancy/128528479,helpdesk
1413074,Техностар,https://hh.ru/employer/1413074,127826781,Специалист клиентской поддержки со знанием испанского языка,https://hh.ru/vacancy/127826781,helpdesk
21107,Компания Л1,https://hh.ru/employer/21107,128822887,Специалист отдела технического сопровождения,https://hh.ru/vacancy/128822887,helpdesk
1303772,ЭстэйтЛига,https://hh.ru/employer/1303772,128081055,Помощник системного администратора / Младший системный администратор,https://hh.ru/vacancy/128081055,helpdesk
2180,Ozon,https://hh.ru/employer/2180,127803771,Руководитель группы технической поддержки,https://hh.ru/vacancy/127803771,helpdesk
8945513,PUSK,https://hh.ru/employer/8945513,123586979,Junior Support Manager (Customer Service Manager),https://hh.ru/vacancy/123586979,helpdesk
187422,"Магнолия, Сеть магазинов",https://hh.ru/employer/187422,128062016,Техник службы технической поддержки,https://hh.ru/vacancy/128062016,helpdesk
187422,"Магнолия, Сеть магазинов",https://hh.ru/employer/187422,128486401,IT-специалист технической поддержки,https://hh.ru/vacancy/128486401,helpdesk
654435,Spice IT,https://hh.ru/employer/654435,128820779,Специалист технической поддержки второй линии,https://hh.ru/vacancy/128820779,helpdesk
87021,WILDBERRIES,https://hh.ru/employer/87021,127335884,Менеджер поддержки покупателей,https://hh.ru/vacancy/127335884,helpdesk
3776,МТС,https://hh.ru/employer/3776,127162979,Ведущий инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/127162979,helpdesk
3776,МТС,https://hh.ru/employer/3776,127162982,Ведущий инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/127162982,helpdesk
3776,МТС,https://hh.ru/employer/3776,127162976,Ведущий инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/127162976,helpdesk
3776,МТС,https://hh.ru/employer/3776,127162977,Ведущий инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/127162977,helpdesk
3776,МТС,https://hh.ru/employer/3776,125418225,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/125418225,helpdesk
3776,МТС,https://hh.ru/employer/3776,125418224,Инженер технической поддержки корпоративных клиентов,https://hh.ru/vacancy/125418224,helpdesk
4513769,Объединение Тех-КРЕП,https://hh.ru/employer/4513769,128523434,Инженер технической поддержки (Системный администратор),https://hh.ru/vacancy/128523434,helpdesk
4841198,Инновационные системы,https://hh.ru/employer/4841198,128753640,"Специалист чат-поддержки (IT-компания, Казань)",https://hh.ru/vacancy/128753640,helpdesk
2114,Деловые Решения и Технологии (ДРТ),https://hh.ru/employer/2114,127890127,Специалист группы технической поддержки - Департамент информационных технологий,https://hh.ru/vacancy/127890127,helpdesk
4099206,Первая Форма,https://hh.ru/employer/4099206,128818803,Инженер технической поддержки L2 (продуктовая ИТ-компания),https://hh.ru/vacancy/128818803,helpdesk
142178,Коттон Вэй,https://hh.ru/employer/142178,126415074,Системный администратор,https://hh.ru/vacancy/126415074,helpdesk
16277,DIY Tools,https://hh.ru/employer/16277,128076836,Младший системный администратор / Инженер Сервис Деск,https://hh.ru/vacancy/128076836,helpdesk
4099206,Первая Форма,https://hh.ru/employer/4099206,128683530,Инженер технической поддержки L2 (продуктовая ИТ-компания),https://hh.ru/vacancy/128683530,helpdesk
718392,"Абрау-Дюрсо, Русский Винный Дом",https://hh.ru/employer/718392,128817579,Системный администратор,https://hh.ru/vacancy/128817579,helpdesk
12214358,Новокод Группа,https://hh.ru/employer/12214358,128467348,Специалист технической поддержки,https://hh.ru/vacancy/128467348,helpdesk
59450,Smart Group,https://hh.ru/employer/59450,128817410,Специалист технической поддержки,https://hh.ru/vacancy/128817410,helpdesk
4693660,Импрув-АйТи,https://hh.ru/employer/4693660,128519842,Инженер технической поддержки,https://hh.ru/vacancy/128519842,helpdesk
